Player,Season,Team,S/C,Pos,GP,G,A,P,+/-,PIM,P/GP,EVG,EVP,PPG,PPP,SHG,SHP,OTG,GWG,S,S%,TOI/GP,FOW%
Christian Wolanin,20202021,OTT,L,D,11,0,2,2,-8,4,0.18,0,2,0,0,0,0,0,0,12,0,14:27,--
Urho Vaakanainen,20202021,BOS,L,D,8,0,2,2,-2,2,0.25,0,2,0,0,0,0,0,0,13,0,18:38,--
Nikolai Knyzhov,20202021,SJS,L,D,25,0,2,2,1,29,0.08,0,2,0,0,0,0,0,0,15,0,14:40,--
Dmitry Kulikov,20202021,NJD,L,D,24,0,2,2,3,14,0.08,0,2,0,0,0,0,0,0,26,0,19:24,--
Sami Vatanen,20202021,NJD,R,D,15,0,2,2,-3,8,0.13,0,2,0,0,0,0,0,0,19,0,17:18,--
Andy Greene,20202021,NYI,L,D,29,0,2,2,7,4,0.07,0,2,0,0,0,0,0,0,19,0,17:46,--
Michael Dal Colle,20202021,NYI,L,L,16,0,2,2,1,2,0.13,0,2,0,0,0,0,0,0,5,0,11:05,0
Trevor Zegras,20202021,ANA,L,C,9,0,2,2,-1,2,0.22,0,2,0,0,0,0,0,0,16,0,14:53,0
Leo Komarov,20202021,NYI,L,R,14,0,2,2,0,5,0.14,0,1,0,0,0,1,0,0,13,0,11:50,25
John Moore,20202021,BOS,L,D,5,0,2,2,-3,2,0.4,0,1,0,1,0,0,0,0,8,0,20:59,--
Justin Braun,20202021,PHI,R,D,22,0,2,2,7,4,0.09,0,2,0,0,0,0,0,0,15,0,18:00,--
Zach Bogosian,20202021,TOR,R,D,29,0,2,2,2,45,0.07,0,2,0,0,0,0,0,0,23,0,14:22,--
Tobias Bjornfot,20202021,LAK,L,D,13,0,2,2,-4,10,0.15,0,2,0,0,0,0,0,0,9,0,17:20,--
Alex Goligoski,20202021,ARI,L,D,28,0,2,2,-3,8,0.07,0,2,0,0,0,0,0,0,32,0,22:18,--
Tyler Bozak,20202021,STL,R,C,7,0,2,2,-1,2,0.29,0,2,0,0,0,0,0,0,2,0,13:16,55.2
Michael Amadio,20202021,LAK,R,C,20,0,2,2,-5,2,0.1,0,1,0,1,0,0,0,0,19,0,12:26,51
Andrew Peeke,20202021,CBJ,R,D,6,0,2,2,-3,0,0.33,0,2,0,0,0,0,0,0,4,0,16:31,--
Travis Hamonic,20202021,VAN,R,D,13,0,2,2,-2,6,0.15,0,2,0,0,0,0,0,0,24,0,18:08,0
Chad Ruhwedel,20202021,PIT,R,D,14,0,2,2,3,14,0.14,0,2,0,0,0,0,0,0,13,0,15:07,--
Gustav Forsling,20202021,FLA,L,D,14,0,2,2,0,2,0.14,0,1,0,1,0,0,0,0,31,0,17:53,--
Emil Bemstrom,20202021,CBJ,R,C,15,0,2,2,1,0,0.13,0,2,0,0,0,0,0,0,17,0,11:44,--
Kevan Miller,20202021,BOS,R,D,15,0,2,2,0,9,0.13,0,2,0,0,0,0,0,0,14,0,18:39,--
Greg Pateryn,20202021,"MIN,COL",R,D,10,0,2,2,-1,2,0.2,0,2,0,0,0,0,0,0,7,0,13:52,--
Matthew Highmore,20202021,CHI,L,C,20,0,2,2,-5,6,0.1,0,2,0,0,0,0,0,0,18,0,9:02,--
Arthur Kaliyev,20202021,LAK,L,R,1,1,0,1,-1,0,1,1,1,0,0,0,0,0,0,1,100,14:42,--
Jacob Bryson,20202021,BUF,L,D,10,1,0,1,-1,6,0.1,1,1,0,0,0,0,0,0,11,9.1,19:51,--
Mark Pysyk,20202021,DAL,R,D,20,1,0,1,4,14,0.05,1,1,0,0,0,0,0,0,19,5.3,12:16,--
Trevor van Riemsdyk,20202021,WSH,R,D,7,1,0,1,-3,0,0.14,1,1,0,0,0,0,0,0,7,14.3,18:19,--
Zack MacEwen,20202021,VAN,R,C,16,1,0,1,1,17,0.06,1,1,0,0,0,0,0,0,16,6.3,7:49,50
Nate Thompson,20202021,WPG,L,C,15,1,0,1,2,2,0.07,1,1,0,0,0,0,0,1,3,33.3,8:04,51.4
Lias Andersson,20202021,LAK,L,C,11,1,0,1,-6,6,0.09,1,1,0,0,0,0,0,0,11,9.1,10:51,35.1
Nate Prosser,20202021,PHI,R,D,3,1,0,1,-2,0,0.33,1,1,0,0,0,0,0,0,2,50,13:42,--
Ross Colton,20202021,TBL,L,C,3,1,0,1,1,0,0.33,1,1,0,0,0,0,0,1,3,33.3,7:48,61.9
Alexandre Carrier,20202021,NSH,R,D,6,1,0,1,-5,2,0.17,1,1,0,0,0,0,0,0,14,7.1,19:41,--
Brad Hunt,20202021,MIN,L,D,7,1,0,1,-2,2,0.14,1,1,0,0,0,0,0,1,9,11.1,9:28,--
Cal Foote,20202021,TBL,R,D,20,1,0,1,4,6,0.05,1,1,0,0,0,0,0,0,19,5.3,11:11,--
Travis Dermott,20202021,TOR,L,D,26,1,0,1,-4,17,0.04,1,1,0,0,0,0,0,0,22,4.6,12:40,--
Nathan Walker,20202021,STL,L,L,6,1,0,1,-3,2,0.17,1,1,0,0,0,0,0,0,9,11.1,13:59,40
Slater Koekkoek,20202021,EDM,L,D,17,1,0,1,-7,2,0.06,1,1,0,0,0,0,0,0,15,6.7,12:55,--
Rasmus Asplund,20202021,BUF,L,C,4,1,0,1,2,0,0.25,1,1,0,0,0,0,0,1,4,25,11:01,0
Jacob MacDonald,20202021,COL,L,D,14,1,0,1,4,6,0.07,1,1,0,0,0,0,0,0,32,3.1,16:12,--
Pierre-Edouard Bellemare,20202021,COL,L,C,23,1,0,1,0,8,0.04,1,1,0,0,0,0,0,0,31,3.2,11:36,59.7
Olli Juolevi,20202021,VAN,L,D,15,1,0,1,3,0,0.07,1,1,0,0,0,0,0,0,14,7.1,13:12,--
Jack Johnson,20202021,NYR,L,D,13,1,0,1,-5,8,0.08,1,1,0,0,0,0,0,0,13,7.7,16:58,--
Aleksi Heponiemi,20202021,FLA,L,C,3,1,0,1,0,2,0.33,1,1,0,0,0,0,1,1,3,33.3,9:27,--
Adam Brooks,20202021,TOR,L,C,1,1,0,1,-1,0,1,0,0,1,1,0,0,0,0,1,100,8:30,50
Matt Luff,20202021,LAK,R,R,10,1,0,1,-3,5,0.1,1,1,0,0,0,0,0,0,14,7.1,10:12,25
Mathias Brome,20202021,DET,L,L,24,1,0,1,-10,8,0.04,1,1,0,0,0,0,0,1,21,4.8,13:33,33.3
Jonny Brodzinski,20202021,NYR,R,C,4,1,0,1,0,4,0.25,1,1,0,0,0,0,0,0,6,16.7,10:55,0
Dakota Joshua,20202021,STL,L,C,7,1,0,1,-1,5,0.14,1,1,0,0,0,0,0,0,5,20,8:25,56.8
Niko Mikkola,20202021,STL,L,D,18,1,0,1,-6,4,0.06,1,1,0,0,0,0,0,0,15,6.7,13:20,--
Fredrik Handemark,20202021,SJS,L,C,3,1,0,1,0,0,0.33,1,1,0,0,0,0,0,0,3,33.3,10:45,44.4
Libor Hajek,20202021,NYR,L,D,16,1,0,1,2,6,0.06,1,1,0,0,0,0,0,1,14,7.1,15:17,--
Anthony Angello,20202021,PIT,R,C,8,1,0,1,1,2,0.13,1,1,0,0,0,0,0,0,6,16.7,7:38,--
Alex Galchenyuk,20202021,OTT,L,C,8,1,0,1,-6,6,0.13,0,0,1,1,0,0,0,0,17,5.9,9:30,--
Byron Froese,20202021,CGY,R,C,6,1,0,1,1,2,0.17,1,1,0,0,0,0,0,0,2,50,8:18,38.7
Jacob de la Rose,20202021,STL,L,L,9,0,1,1,-2,0,0.11,0,1,0,0,0,0,0,0,8,0,9:53,51.1
Sean Malone,20202021,NSH,L,C,1,0,1,1,-1,2,1,0,1,0,0,0,0,0,0,1,0,10:38,50
Rasmus Sandin,20202021,TOR,L,D,1,0,1,1,1,0,1,0,1,0,0,0,0,0,0,1,0,5:00,--
Madison Bowey,20202021,CHI,R,D,2,0,1,1,1,0,0.5,0,1,0,0,0,0,0,0,0,--,11:09,--
Nic Petan,20202021,TOR,L,C,7,0,1,1,-2,4,0.14,0,1,0,0,0,0,0,0,8,0,10:17,--
Kevin Connauton,20202021,FLA,L,D,5,0,1,1,5,2,0.2,0,1,0,0,0,0,0,0,4,0,15:00,--
Daniel Carr,20202021,WSH,L,L,3,0,1,1,-2,0,0.33,0,1,0,0,0,0,0,0,3,0,10:15,--
Erik Johnson,20202021,COL,R,D,4,0,1,1,2,2,0.25,0,1,0,0,0,0,0,0,5,0,13:26,--
Clark Bishop,20202021,OTT,L,C,2,0,1,1,1,2,0.5,0,1,0,0,0,0,0,0,3,0,8:39,40
Kyle Rau,20202021,MIN,L,C,7,0,1,1,-1,5,0.14,0,1,0,0,0,0,0,0,13,0,8:27,--
Matthew Peca,20202021,OTT,L,C,5,0,1,1,1,0,0.2,0,1,0,0,0,0,0,0,3,0,8:53,0
Kristian Vesalainen,20202021,WPG,L,L,8,0,1,1,1,0,0.13,0,1,0,0,0,0,0,0,3,0,7:35,--
Austin Strand,20202021,LAK,R,D,7,0,1,1,1,8,0.14,0,1,0,0,0,0,0,0,3,0,14:54,--
Connor Mackey,20202021,CGY,L,D,3,0,1,1,1,6,0.33,0,1,0,0,0,0,0,0,1,0,12:20,--
Christian Fischer,20202021,ARI,R,R,24,0,1,1,-8,2,0.04,0,1,0,0,0,0,0,0,18,0,11:39,42.9
Nathan Gerbe,20202021,CBJ,L,C,1,0,1,1,1,2,1,0,1,0,0,0,0,0,0,1,0,9:36,--
Nikita Nesterov,20202021,CGY,L,D,21,0,1,1,-8,10,0.05,0,1,0,0,0,0,0,0,18,0,15:18,--
Gerald Mayhew,20202021,MIN,R,C,4,0,1,1,1,0,0.25,0,0,0,1,0,0,0,0,5,0,11:45,0
Drew O'Connor,20202021,PIT,L,L,9,0,1,1,-2,2,0.11,0,1,0,0,0,0,0,0,7,0,9:14,50
Lucas Carlsson,20202021,CHI,L,D,12,0,1,1,1,2,0.08,0,1,0,0,0,0,0,0,10,0,13:04,--
Alexander Chmelevski,20202021,SJS,R,C,2,0,1,1,-1,0,0.5,0,1,0,0,0,0,0,0,3,0,6:10,22.2
Nicolas Meloche,20202021,SJS,R,D,5,0,1,1,2,0,0.2,0,1,0,0,0,0,0,0,3,0,10:05,--
Mark Borowiecki,20202021,NSH,L,D,22,0,1,1,-2,38,0.05,0,1,0,0,0,0,0,0,18,0,13:41,--
Tony DeAngelo,20202021,NYR,R,D,6,0,1,1,-6,4,0.17,0,0,0,1,0,0,0,0,13,0,18:29,--
Braydon Coburn,20202021,OTT,L,D,11,0,1,1,-6,6,0.09,0,1,0,0,0,0,0,0,10,0,17:17,--
Caleb Jones,20202021,EDM,L,D,16,0,1,1,-3,4,0.06,0,1,0,0,0,0,0,0,14,0,14:14,--
Loui Eriksson,20202021,VAN,L,L,6,0,1,1,-2,2,0.17,0,1,0,0,0,0,0,0,5,0,9:23,100
Brayden McNabb,20202021,VGK,L,D,10,0,1,1,3,4,0.1,0,1,0,0,0,0,0,0,8,0,19:10,--
Brogan Rafferty,20202021,VAN,R,D,1,0,1,1,-1,0,1,0,1,0,0,0,0,0,0,1,0,13:58,--
Luke Schenn,20202021,TBL,R,D,17,0,1,1,-3,14,0.06,0,1,0,0,0,0,0,0,14,0,9:59,--
Matt Calvert,20202021,COL,L,L,13,0,1,1,-3,4,0.08,0,1,0,0,0,0,0,0,17,0,14:00,0
Nick Caamano,20202021,DAL,L,R,19,0,1,1,-5,15,0.05,0,1,0,0,0,0,0,0,30,0,9:25,--
Sam Lafferty,20202021,PIT,R,C,17,0,1,1,-8,8,0.06,0,1,0,0,0,0,0,0,15,0,8:25,48.2
Olli Maatta,20202021,LAK,L,D,21,0,1,1,-3,4,0.05,0,1,0,0,0,0,0,0,28,0,17:23,--
Connor Bunnaman,20202021,PHI,L,C,16,0,1,1,-1,2,0.06,0,1,0,0,0,0,0,0,14,0,11:46,55.3
Jani Hakanpaa,20202021,ANA,R,D,29,0,1,1,-1,16,0.03,0,1,0,0,0,0,0,0,27,0,18:51,--
Nathan Beaulieu,20202021,WPG,L,D,25,0,1,1,-5,20,0.04,0,1,0,0,0,0,0,0,26,0,16:44,--
Rhett Gardner,20202021,DAL,L,C,6,0,1,1,-1,2,0.17,0,1,0,0,0,0,0,0,4,0,9:22,37
Logan Stanley,20202021,WPG,L,D,15,0,1,1,8,6,0.07,0,1,0,0,0,0,0,0,21,0,11:47,--
Mitchell Stephens,20202021,TBL,R,C,4,0,1,1,-2,0,0.25,0,1,0,0,0,0,0,0,2,0,8:32,65.4
Joel Hanley,20202021,DAL,L,D,12,0,1,1,1,0,0.08,0,1,0,0,0,0,0,0,14,0,11:56,--
Sebastian Aho,20202021,NYI,L,D,1,0,1,1,0,0,1,0,1,0,0,0,0,0,0,1,0,10:38,--
Matt Tennyson,20202021,NJD,R,D,10,0,1,1,6,2,0.1,0,1,0,0,0,0,0,0,10,0,13:43,--
Stefan Matteau,20202021,CBJ,L,C,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,--,12:00,--
Steven Fogarty,20202021,BUF,R,C,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,--,8:28,--
William Borgen,20202021,BUF,R,D,4,0,0,0,0,2,0,0,0,0,0,0,0,0,0,4,0,16:59,--
Tucker Poolman,20202021,WPG,R,D,13,0,0,0,1,2,0,0,0,0,0,0,0,0,0,17,0,18:13,--
Austin Poganski,20202021,STL,R,R,5,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,--,7:34,--
Hudson Fasching,20202021,ARI,R,R,1,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,1,0,7:43,--
Jayson Megna,20202021,COL,R,C,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,10:03,52.4
Andy Andreoff,20202021,PHI,L,C,5,0,0,0,-4,9,0,0,0,0,0,0,0,0,0,0,--,8:12,62.5
Brandon Davidson,20202021,BUF,L,D,5,0,0,0,-3,2,0,0,0,0,0,0,0,0,0,6,0,15:03,--
Marc Michaelis,20202021,VAN,L,L,5,0,0,0,-4,2,0,0,0,0,0,0,0,0,0,1,0,11:01,100
Jayce Hawryluk,20202021,VAN,R,C,6,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,6,0,8:01,0
Luke Johnson,20202021,MIN,R,C,4,0,0,0,-2,0,0,0,0,0,0,0,0,0,0,3,0,10:33,41.7
Ilya Lyubushkin,20202021,ARI,R,D,14,0,0,0,-5,2,0,0,0,0,0,0,0,0,0,7,0,14:05,--
Michael McCarron,20202021,NSH,R,R,4,0,0,0,0,6,0,0,0,0,0,0,0,0,0,2,0,10:12,31.3
Haydn Fleury,20202021,CAR,L,D,23,0,0,0,-3,4,0,0,0,0,0,0,0,0,0,34,0,14:12,--
Philippe Maillet,20202021,WSH,L,C,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,8:02,50
Zac Rinaldo,20202021,CGY,L,C,2,0,0,0,-1,5,0,0,0,0,0,0,0,0,0,0,--,2:09,--
Justin Bailey,20202021,VAN,R,R,3,0,0,0,-2,2,0,0,0,0,0,0,0,0,0,6,0,6:48,--
Jake Walman,20202021,STL,L,D,2,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,--,5:18,--
Nick Holden,20202021,VGK,L,D,11,0,0,0,4,0,0,0,0,0,0,0,0,0,0,17,0,15:29,--
Martin Frk,20202021,LAK,R,R,1,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,--,9:21,--
Joel L'Esperance,20202021,DAL,R,C,5,0,0,0,-2,2,0,0,0,0,0,0,0,0,0,3,0,9:46,40
Kenny Agostino,20202021,TOR,L,L,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,--,4:08,--
Zach Senyshyn,20202021,BOS,R,R,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,11:46,--
Carsen Twarynski,20202021,PHI,L,L,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,--,6:12,--
Andreas Borgman,20202021,TBL,L,D,1,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,--,10:29,--
Rem Pitlick,20202021,NSH,L,C,3,0,0,0,2,0,0,0,0,0,0,0,0,0,0,3,0,13:44,44.4
Wyatt Kalynuk,20202021,CHI,L,D,1,0,0,0,-2,0,0,0,0,0,0,0,0,0,0,0,--,10:50,--
Frederik Gauthier,20202021,ARI,L,C,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,6:45,37.5
Grigori Denisenko,20202021,FLA,R,L,2,0,0,0,-1,2,0,0,0,0,0,0,0,0,0,2,0,10:33,--
Rasmus Kupari,20202021,LAK,R,C,3,0,0,0,-2,2,0,0,0,0,0,0,0,0,0,2,0,9:41,61.1
Joachim Blichfeld,20202021,SJS,R,R,2,0,0,0,0,12,0,0,0,0,0,0,0,0,0,1,0,7:23,--
Tanner Jeannot,20202021,NSH,L,L,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,--,6:28,--
Josh Currie,20202021,PIT,R,R,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,--,7:24,40
Steven Kampfer,20202021,BOS,R,D,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,--,15:27,--
Greg McKegg,20202021,BOS,L,C,1,0,0,0,-1,2,0,0,0,0,0,0,0,0,0,3,0,11:22,75
Patrick Brown,20202021,VGK,R,C,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,8:36,100
Frederic Allard,20202021,NSH,R,D,1,0,0,0,-2,0,0,0,0,0,0,0,0,0,0,0,--,16:59,--
Alexander True,20202021,SJS,L,C,2,0,0,0,0,4,0,0,0,0,0,0,0,0,0,2,0,6:32,16.7
Ben Harpur,20202021,NSH,L,D,10,0,0,0,-5,9,0,0,0,0,0,0,0,0,0,12,0,16:44,--
Alex Barre-Boulet,20202021,TBL,L,C,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,11:27,33.3
Glenn Gawdin,20202021,CGY,R,C,5,0,0,0,-2,0,0,0,0,0,0,0,0,0,0,0,--,5:42,47.6
Jeremy Davies,20202021,NSH,L,D,4,0,0,0,1,2,0,0,0,0,0,0,0,0,0,8,0,17:49,--
Oliver Kylington,20202021,CGY,L,D,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,12:17,--
Victor Mete,20202021,MTL,L,D,7,0,0,0,0,6,0,0,0,0,0,0,0,0,0,3,0,14:41,--
David Kase,20202021,PHI,L,R,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,--,10:58,--
Maksim Sushko,20202021,PHI,L,R,2,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,--,9:34,--
Calen Addison,20202021,MIN,R,D,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,18:31,--
Matt Bartkowski,20202021,MIN,L,D,1,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,2,0,13:02,--
Louie Belpedio,20202021,MIN,R,D,1,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,2,0,13:58,--
Dakota Mermis,20202021,MIN,L,D,2,0,0,0,3,0,0,0,0,0,0,0,0,0,0,2,0,16:35,--
Connor Carrick,20202021,NJD,R,D,1,0,0,0,-2,0,0,0,0,0,0,0,0,0,0,1,0,16:14,--
Fredrik Claesson,20202021,SJS,L,D,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,0,11:34,--
Buddy Robinson,20202021,CGY,R,R,4,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,1,0,6:23,0
Sami Niku,20202021,WPG,L,D,6,0,0,0,-3,8,0,0,0,0,0,0,0,0,0,2,0,12:58,--
Michael Chaput,20202021,ARI,L,C,9,0,0,0,-4,4,0,0,0,0,0,0,0,0,0,2,0,9:53,52.9
Ondrej Kase,20202021,BOS,R,R,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,9:21,--
John Hayden,20202021,ARI,R,C,12,0,0,0,-5,15,0,0,0,0,0,0,0,0,0,6,0,9:33,0
Filip Chlapik,20202021,OTT,L,C,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,7:11,--
Joel Kellman,20202021,SJS,L,C,4,0,0,0,-2,4,0,0,0,0,0,0,0,0,0,5,0,10:56,42.3
Joakim Nordstrom,20202021,CGY,L,C,23,0,0,0,-3,6,0,0,0,0,0,0,0,0,0,18,0,10:09,33.3
Dominik Simon,20202021,CGY,L,C,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,9:44,30
Cole Smith,20202021,NSH,L,L,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,5:57,--
Joakim Nygard,20202021,EDM,L,L,5,0,0,0,-1,4,0,0,0,0,0,0,0,0,0,2,0,8:54,--
Jonas Siegenthaler,20202021,WSH,L,D,7,0,0,0,-3,2,0,0,0,0,0,0,0,0,0,3,0,13:23,--
Mark Alt,20202021,LAK,R,D,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,3,0,13:35,--
Jansen Harkins,20202021,WPG,L,C,12,0,0,0,-3,4,0,0,0,0,0,0,0,0,0,7,0,7:58,56.3
Morgan Frost,20202021,PHI,L,C,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,--,10:14,50
Dmytro Timashov,20202021,NYI,L,L,1,0,0,0,-2,0,0,0,0,0,0,0,0,0,0,1,0,7:13,--
Jalen Chatfield,20202021,VAN,R,D,9,0,0,0,-7,6,0,0,0,0,0,0,0,0,0,8,0,14:18,--
Kevin Czuczman,20202021,PIT,L,D,2,0,0,0,-3,0,0,0,0,0,0,0,0,0,0,2,0,11:39,--
Vinnie Hinostroza,20202021,FLA,R,C,7,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,3,0,9:31,25
Kyle Capobianco,20202021,ARI,L,D,2,0,0,0,-2,2,0,0,0,0,0,0,0,0,0,3,0,14:28,--
Alex Biega,20202021,DET,R,D,3,0,0,0,-2,2,0,0,0,0,0,0,0,0,0,1,0,11:26,--
Jesper Boqvist,20202021,NJD,L,C,5,0,0,0,0,2,0,0,0,0,0,0,0,0,0,3,0,13:34,37.5
Andy Welinski,20202021,ANA,R,D,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,11:42,--
Sonny Milano,20202021,ANA,L,L,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,14:44,--
Juuso Riikola,20202021,PIT,L,D,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,11:26,--
Luca Sbisa,20202021,NSH,L,D,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,--,11:58,--
Josh Manson,20202021,ANA,R,D,6,0,0,0,-2,6,0,0,0,0,0,0,0,0,0,4,0,15:10,--
Karson Kuhlman,20202021,BOS,R,C,3,0,0,0,-2,0,0,0,0,0,0,0,0,0,0,5,0,9:37,50
David Gustafsson,20202021,WPG,L,C,4,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,1,0,5:49,52.4
Josh Brown,20202021,OTT,R,D,10,0,0,0,-6,8,0,0,0,0,0,0,0,0,0,3,0,14:15,--
Brandon Pirri,20202021,CHI,L,C,1,0,0,0,-2,0,0,0,0,0,0,0,0,0,0,2,0,11:29,0
Jarred Tinordi,20202021,"NSH,BOS",L,D,13,0,0,0,-1,9,0,0,0,0,0,0,0,0,0,13,0,17:24,--
Kurtis Gabriel,20202021,SJS,R,R,6,0,0,0,1,21,0,0,0,0,0,0,0,0,0,1,0,7:55,--
Noah Juulsen,20202021,FLA,R,D,4,0,0,0,-3,0,0,0,0,0,0,0,0,0,0,5,0,11:58,--
Drew Shore,20202021,CAR,R,C,1,0,0,0,-1,2,0,0,0,0,0,0,0,0,0,1,0,8:35,0
Austin Czarnik,20202021,NYI,R,C,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,12:04,58.3
Jacob Middleton,20202021,SJS,L,D,1,0,0,0,-2,2,0,0,0,0,0,0,0,0,0,1,0,8:44,--
Reese Johnson,20202021,CHI,R,C,4,0,0,0,-2,7,0,0,0,0,0,0,0,0,0,4,0,8:12,0
Andrew Agozzino,20202021,ANA,L,L,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,16:00,55.6
Micheal Haley,20202021,OTT,L,L,4,0,0,0,-1,5,0,0,0,0,0,0,0,0,0,0,--,6:03,0
Vinni Lettieri,20202021,ANA,R,C,5,0,0,0,-3,0,0,0,0,0,0,0,0,0,0,7,0,12:43,40
Joey Anderson,20202021,TOR,R,R,1,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,--,9:36,0
Samuel Morin,20202021,PHI,L,L,4,0,0,0,-2,0,0,0,0,0,0,0,0,0,0,3,0,7:07,--
Nicholas Robertson,20202021,TOR,L,L,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2:20,--
Ross Johnston,20202021,NYI,L,L,6,0,0,0,-2,18,0,0,0,0,0,0,0,0,0,2,0,8:29,33.3
Riley Stillman,20202021,FLA,L,D,1,0,0,0,-1,2,0,0,0,0,0,0,0,0,0,0,--,16:58,--
Sheldon Dries,20202021,COL,L,C,3,0,0,0,1,4,0,0,0,0,0,0,0,0,0,1,0,7:49,0
Martin Kaut,20202021,COL,R,R,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,--,5:50,--
Connor McMichael,20202021,WSH,L,C,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,9:54,100
Brian Pinho,20202021,WSH,R,C,2,0,0,0,-2,0,0,0,0,0,0,0,0,0,0,3,0,7:49,57.1
Dennis Gilbert,20202021,COL,L,D,3,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,--,6:43,--
Anton Blidh,20202021,BOS,L,L,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,9:25,--
Yannick Weber,20202021,PIT,R,D,2,0,0,0,-3,0,0,0,0,0,0,0,0,0,0,1,0,11:19,--
Par Lindholm,20202021,BOS,L,C,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,--,12:55,80
Victor Soderstrom,20202021,ARI,R,D,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,13:41,--
Ville Heinola,20202021,WPG,L,D,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,14:22,--
Jordan Gross,20202021,ARI,R,D,3,0,0,0,-2,0,0,0,0,0,0,0,0,0,0,7,0,15:10,--
Max McCormick,20202021,CAR,L,L,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4:18,--
Sheldon Rempal,20202021,CAR,R,R,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,8:18,0
Conor Timmins,20202021,COL,R,D,17,0,0,0,-5,6,0,0,0,0,0,0,0,0,0,15,0,13:05,--
Stefan Noesen,20202021,SJS,R,R,5,0,0,0,0,2,0,0,0,0,0,0,0,0,0,5,0,9:32,25
Alexander Barabanov,20202021,TOR,L,L,11,0,0,0,0,4,0,0,0,0,0,0,0,0,0,11,0,8:10,--
